block_id,work_id,block_type,block_text,pdf_page,pdf_bbox,block_seq,parent_title_block_id,title_level
2016415859622416831,W109684747,text,"Würde man eine Münze genügend oftmal werfen, dann — sagt Zimmermann —: ""... the value of $\mathbf { P }$ so determined would almost certainly be very nearly the correct answer 0,75."" ",50,"[122, 124, 873, 179]",334,2.016415859622417e+18,
2016415859622416832,W109684747,text,"Ein Beispiel aus der Fertigungstechnik findet man bei Churchman, Ackoff, Arnoff (8). Dort geht es darum, die Lebensdauer eines Fertigproduktes, das sich aus zwei Bestandteilen zusammensetzt, in Form einer Häufigkeitskurve darzustellen. Die Lebensdauerkurven der beiden Einzelkomponenten sind bekannt. Sie sind Normalkurven und haben etwa folgendes Aussehen: ",50,"[122, 196, 875, 292]",335,2.016415859622417e+18,
2016415859622416834,W109684747,text,"Teil II:   
Mittel 90 Stunden,   
Standardabweichung 10 Stunden. Teil I:   
Mittel 100 Stunden,   
Standardabweichung 20 Stunden. ",50,"[598, 382, 873, 431]",337,2.016415859622417e+18,
2016415859622416835,W109684747,text,,50,"[598, 439, 873, 490]",338,2.016415859622417e+18,
2016415859622416836,W109684747,text,"Um die Lebensdauer des Fertigprodukts kurvenmäBig beschreiben zu können, werden zuerst aus einer Randomtabelle Zahlen (nämlich Standardabweichungen) entnommen und diese in Stunden umgewandelt. ",50,"[124, 551, 877, 609]",339,2.016415859622417e+18,
2016415859622416841,W109684747,text,"Aus den beiden Lebensdauerkurven nimmt man diejenigen Teile, die zuerst unbrauchbar werden, deren Leben nach Ablauf der angeführten Stunden gewissermaBen abläuft, und erhält auf diese Weise die Lebensdauerkurve des Fertigproduktes, im vorliegenden Falle also: ",51,"[122, 124, 875, 196]",344,2.016415859622417e+18,
2016415859622416842,W109684747,text,"91,37   
64,74   
86,46   
85,28   
84,45   
84,87   
79,45   
69,98   
86,20   
92,25 ",51,"[467, 202, 523, 384]",345,2.016415859622417e+18,
2016415859622416843,W109684747,text,"Im Grunde genommen ist jede mathematisch-statistische Operation, jede Kalkülform, jede analytische, numerische und graphische Prozedur, soweit sie dazu dient, Unterlagen für Entscheidungen der Unternehmungsleitung bereitzustellen, eine Verfahrenstechnik der betriebswirtschaftlichen Operationsforschung. (""Any field of mathematics ... that will bring results .."" (9).) Das beginnt schon bei der einfachen Arithmetik und geht bis in die höhere Analysis, beispielsweise bei den Verfahren der Extremwertberechnung. Man kann nun aber nicht jede Addition oder Subtraktion als operationsanalytische Verfahrenstechnik bezeichnen, andererseits aber auch nicht behaupten, dab die betriebswirtschaftliche Operationsforschung nur eine Angelegenheit der höheren Mathematik sei. Die Mathematik gehört zwar zur Operationsforschung, aber ihr formaler Vorgang ist neutral. ",51,"[124, 400, 875, 619]",346,2.016415859622417e+18,
2016415859622416844,W109684747,text,"In allgemeiner Weise kann gesagt werden, daB alle Verfahren, die den Kriterien der endgültigen Definition gerecht werden, als operationsanalytische Verfahrenstechniken bezeichnet werden können. Negativ ausgedrückt, scheiden alle jene aus, bei denen das nicht zutrifft. ",51,"[126, 633, 875, 706]",347,2.016415859622417e+18,
2016415859622416845,W109684747,text,"Es ist verständlich, daB eine neue wissenschaftliche Bewegung da und dort über ihr Ziel, ihre Grenzen hinausschieBt, und daher auch begreiflich, daB hin und wieder mathematisch-statistische Verfahren als operationsanalytische Techniken bezeichnet werden, die es gar nicht sind. Man darf aber nicht so weit gehen, alles, was zahlenmäBig behandelt werden kann, als Verfahren der betriebswirtschaftlichen Operationsforschung zu bezeichnen. Diese Tendenz gewisser Vertreter der Operationsforschung, ,grundsätzlich alles, was an neueren quantitativen Methoden auftaucht, ... ohne Rücksicht auf seine Herkunft als spezielle Methoden der Verfahrensforschung auszugeben"", wird von Wittmann mit Recht kritisiert (10). ",51,"[126, 720, 875, 904]",348,2.016415859622417e+18,
2016415859622416848,W109684747,text,"Aus der Aufzählung einiger über die ,klassischen"" Verfahren hinausgehender operationsanalytischer Verfahrenstechniken ergibt sich deren praktische Grenzenlosigkeit: ",52,"[128, 125, 877, 179]",351,2.016415859622417e+18,
2016415859622416849,W109684747,text,"1. Berechnung optimaler Produktionsprogramme mit Hilfe optimaler LosgröBen.   
2. Ermittlung optimaler Bestellstückzahlen.   
3. Verfahren der kleinsten Quadrate in der Marktforschung.   
4. Das Zeitverhältnisverfahren.   
5. Statistische Qualitäts- und Quantitätskontrolle, einschlieBlich des Sequential-  
Testverfahrens.   
6. Multimomentverfahren.   
7. Feststellung statistischer Zeitreihen im Absatz (Trend, Konjunkturschwan  
kung, Saisonschwankung, Zufallsschwankung).   
8. Signifikants-Tests (Verfahren zur Auswertung von MeBreihen). ",52,"[124, 188, 875, 376]",352,2.016415859622417e+18,
2016415859622416850,W109684747,text,"Es ist ausgeschlossen, hier alle Verfahrenstechniken anzuführen. Abgesehen davon, dab dies zu umfangreich und nur im Rahmen einer umfassenden Systematik der Verfahrenstechniken, die hier nicht einmal angedeutet ist, möglich wäre, ist es auBerdem eine Angelegenheit der Mathematiker und Statistiker und nicht der Betriebswirtschafter. Wir beschränken uns daher auf eine Darstellung der charakteristischsten Techniken. ",52,"[124, 392, 875, 499]",353,2.016415859622417e+18,
2016415859622416851,W109684747,text,"In einer betriebswirtschaftlichen Arbeit wie der vorliegenden kommt es nicht so sehr darauf an, letzte mathematische Feinheiten zu beachten, als vielmehr darauf, die Techniken so darzustellen, da der Betriebswirtschafter beurteilen kann, inwieweit sie in der Betriebswirtschaftslehre angewendet werden können. Im Gegensatz also zu jenen nicht wenigen Arbeiten der betriebswirtschaftlichen Operationsforschung, die den mathematischen Ansatz und die rechnerische Lö- sung in den Vordergrund stellen und das betriebswirtschaftliche Problem als geklärt und unproblematisch annehmen, gehen wir den umgekehrten Weg und behandeln in dieser Arbeit zuallererst das betriebswirtschaftliche Problem und prüfen erst dann das mathematisch-statistische Verfahren, das für den Betriebswirt in diesem Zusammenhang zweitrangig wird. Nichtsdestoweniger müssen die operationsanalytischen Verfahrenstechniken auch vom Betriebswirtschafter sorgfältig studiert werden. (Eine Forderung übrigens, die der Betriebswirtschafter auch gern an die Mathematiker und Statistiker in umgekehrter Richtung adressieren möchte.) ",52,"[122, 512, 873, 800]",354,2.016415859622417e+18,
2016415859622416852,W109684747,title,1. Das lineare Programmieren (Linearplanung) ,52,"[270, 823, 717, 842]",355,,1.0
2016415859622416853,W109684747,text,"Wohl das bekannteste Verfahren der betriebswirtschaftlichen Operationsforschung ist das lineare Programmieren. Immer wieder wird es als Beweis für die Eignung der Operationsforschung angeführt, und dies meistens im Zusammenhang mit einem Transportproblem, wiewohl daneben auch noch die sogenannten Mischungsprobleme eine Rolle spielen. Es ist mit Abstand das geeignetste aller operationsanalytischen Verfahren. Sein Wesen besteht darin, einen Extremwert (Maximum oder Minimum) einer linearen Funktion unter Berücksichtigung gewisser Gleichungen und Ungleichungen (Bedingungen) zu berechnen. Es basiert auf der Annahme der Linearität und darauf, daB die Anzahl der möglichen Faktorenkombinationen endlich sei. Sie steht damit im Gegensatz zur traditionellen Produktionsfaktorentheorie, die unendlich viele Kombinationen annimmt und daher mit der Marginalanalyse arbeiten mu. ",52,"[122, 852, 871, 905]",356,2.016415859622417e+18,
2016415859622416856,W109684747,text,,53,"[120, 121, 875, 292]",359,2.016415859622417e+18,
2016415859622416857,W109684747,text,"Lassmann (11) hat mit Recht darauf hingewiesen, dab die Linearplanung die Operationsforscher und Betriebswirtschafter einander nahegebracht habe. Allerdings meint er jene Betriebswirtschafter, die von der Produktionsfaktorenlehre ausgehen und mit den Begriffen der (mathematischen) Produktionsfunktion und Kostenfunktion arbeiten. Ihnen konnte das lineare Programmieren beim ,,Wirtschaftlichkeitsvergleich der Kosten"" zweifellos bessere Lösungen bringen als die Marginalanalyse. ",53,"[122, 309, 877, 442]",360,2.016415859622417e+18,
2016415859622416858,W109684747,text,"Beim Transportproblem geht es darum, Waren von mehreren Herkunftsorten nach mehreren Bestimmungsorten zu transportieren, wobei die Transportkosten minimiert bzw. die Transportgewinne maximiert werden sollen. Es handelt sich also darum, jenen Transportplan zu finden, der kosten- bzw. gewinnoptimal oder auch gar nur wie z. B. bei Kriegstransporten, bei denen die Kosten keine Rolle spielen, zeitoptimal ist. In Anbetracht des Umstandes, daB es mehrere Herkunftsorte und sehr viele Bestimmungsorte gibt, ist es unmöglich, die optimalen Transportrichtungen gefühlsmäBig zu bestimmen; auch das Probieren scheidet aus und mub durch eine exakte Berechnung ergänzt werden. Das in der amerikanischen Literatur anzutreffende ,,Vertreterproblem"" (Travelling Salesman Problem) ist im Wesen ebenfalls ein Transportproblem. ",53,"[124, 457, 879, 661]",361,2.016415859622417e+18,
2016415859622416859,W109684747,text,"Beim Mischungsproblem kommt es darauf an, Bestandteile einer Mischung so zu kombinieren, da mit den geringsten Kosten ein Optimum erreicht wird. Solche Aufgaben bestehen in zahlreichen Produktionsbetrieben, doch dürfte das bekannteste Problem das sogenannte Diät-Problem (gemeint ist Nahrungsproblem) sein, bei dem es darum geht, festzustellen, wie bestimmte Nahrungsmittel bei gegebenen Preisen kombiniert werden müssen, damit man bei niedrigsten Kosten das notwendige Minimum an Vitaminen erhält. ",53,"[128, 681, 879, 813]",362,2.016415859622417e+18,
2016415859622416860,W109684747,text,"Die Aufgabe wird mathematisch formuliert, d. h. die verbale Fachsprache in eine Kalkülsprache übersetzt. Dieser Vorgang besteht in nichts anderem als in einem Aufstellen von Gleichungen, in die die verbalen Angaben gekleidet werden. Im nachfolgenden wird ein ausgezeichnetes Beispiel von Billeter (12) ",53,"[130, 830, 879, 905]",363,2.016415859622417e+18,
2016415859622416863,W109684747,text,"angeführt und so dargestellt, da auch der mathematisch nicht geschulte Betriebswirt dem mathematischen Vorgang ohne weiteres folgen kann. Andere ebenfalls sehr anschauliche deutschsprachige Darstellungen findet man bei Förstner, Henn, Wetzel, Böhm, Lassmann, Becher, Beckmann, Krelle -Künzi, Winkel, Wenzel - Woitschach usw. ",54,"[126, 124, 875, 218]",366,2.016415859622417e+18,
2016415859622416865,W109684747,text,"In dem Bestreben, die verbale Ausdrucksweise aufzulockern, ist es seit jeher in der Betriebswirtschaftslehre geläufig, Sachverhalte auch graphisch darzustellen. ",54,"[124, 868, 877, 905]",368,2.016415859622417e+18,
2016415859622416868,W109684747,text,"Daher möge auch im vorliegenden Falle die Weiterführung Billeters graphisch wiedergegeben werden. (Ein weitgehendst ähnliches Beispiel finden wir bei Churchman, Ackoff, Arnoff (13). Die Ungleichungen lauten dort ${ \textbf { x } } \leqq 4 .$ , $\tt y \leq 3$ , $\mathbf { x } \ + \ \mathbf { 2 y } \ \leq \ \mathbf { 8 }$ ; zu maximieren ist ${ \bf Z } = { \bf 2 x } + { \bf 5 } { \bf y }$ ; die Lösung erfolgt ebenfalls nach der Simplexmethode). ",55,"[120, 123, 875, 218]",371,2.016415859622417e+18,
2016415859622416870,W109684747,text,"Stellt man die Beziehungen graphisch dar, so ergibt sich folgendes Bild: ",55,"[124, 439, 808, 458]",373,2.016415859622417e+18,
2016415859622416872,W109684747,text,Die ersten drei Beziehungen ,55,"[133, 736, 401, 753]",375,2.016415859622417e+18,
2016415859622416874,W109684747,text,"haben die Lösungen so weit eingeengt, daB nur noch Lösungen innerhalb des schraffierten Feldes möglich sind. Innerhalb dieses Feldes gibt es aber unendlich viele Möglichkeiten (Wertepaare $\bf { x } _ { 1 } , \ \bf { x } _ { 2 } )$ , und es gilt, jenes Paar zu finden, bei dem der Gewinn optimal wird. ",55,"[133, 830, 881, 905]",377,2.016415859622417e+18,
2016415859622416877,W109684747,text,Im Koordinatenursprung ist der Gewinn gleich Null. Die optimale Lösung ist durch die Beziehung $2 \mathbf { x } _ { 1 } + 5 \mathbf { x } _ { 2 } = 2 6$ gegeben; sie kann nur ,56,"[124, 125, 871, 160]",380,2.016415859622417e+18,
2016415859622416878,W109684747,text,a) entweder auf den Seiten des Polygons b) oder in den Ecken des Polygons liegen. ,56,"[124, 169, 511, 235]",381,2.016415859622417e+18,
2016415859622416879,W109684747,text,"Zur numerischen Lösung der Aufgabe arbeitet man im allgemeinen entweder nach dem Simplex- oder nach dem Multiplex-Verfahren (14). Bei dem Simplex-Verfahren fängt man im Koordinatenursprung an und stellt fest, da der Gewinn dort Null ist. Dann geht man die Seiten des Polygons schrittweise entlang, d. h. von 0 nach A, von A nach B und so fort. ",56,"[124, 250, 873, 345]",382,2.016415859622417e+18,
2016415859622416880,W109684747,text,"Bei 0 ist der Gewinn Null   
Bei A $( \mathbf { x _ { 2 } } ~ = ~ 4 )$ ist der Gewinn 20   
Bei B $( \mathbf { x _ { 2 } } ~ = ~ 4 )$ ist der Gewinn 26 (maximaler Gewinn) $( \mathbf { x _ { 1 } } ~ = ~ 3 )$   
Bei C $( \mathbf { x _ { 2 } } ~ = ~ 1 )$ ist der Gewinn 17 $( \bf { x } _ { 1 } ~ = ~ \bf { 6 } )$   
Bei D $( \bf { x } _ { 1 } ~ = ~ 6 )$ ist der Gewinn 12 ",56,"[124, 361, 661, 509]",383,2.016415859622417e+18,
2016415859622416881,W109684747,text,"Beim Multiplex-Verfahren geht man vom Inneren des noch möglichen, also schraffierten Feldes aus und stöBt gegen die Ecke B vor. ",56,"[124, 525, 871, 561]",384,2.016415859622417e+18,
2016415859622416882,W109684747,text,"In beiden Fällen kommt es darauf an, zuerst eine mögliche Lösung zu haben und sich dann schrittweise in einem iterativen ProzeB der optimalen Lösung anzunähern. ",56,"[126, 577, 873, 632]",385,2.016415859622417e+18,
2016415859622416883,W109684747,title,Simplex ,56,"[259, 645, 340, 661]",386,,1.0
2016415859622416884,W109684747,title,Multiplex ,56,"[648, 645, 744, 661]",387,,1.0
2016415859622416885,W109684747,text,"Indem man beim Simplex-Verfahren an den Kanten entlangschreitet, stellt man fest, ob der Wert noch zunimmt oder bereits abnimmt. ",56,"[126, 664, 474, 726]",388,2.016415859622417e+18,
2016415859622416886,W109684747,text,"Wo der Vektor beim Multiplex-Verfahren die Kanten durchstöt, liegt die optimale Lösung. ",56,"[521, 664, 873, 712]",389,2.016415859622417e+18,
2016415859622416887,W109684747,text,"Wird einer der beiden Eckpunkte B oder C durch mehr als zwei Kapazitätslinien bestimmt, dann spricht man von einer Entartung der linearen Aufgabe. Der schraffierte Lösungsraum ist in diesem Punkte gewissermaBen zuviel bestimmt. Die dritte Linie hat keinen EinfluB mehr auf die Rechnung, ja sie stört nur den Ablauf der Iteration. ",56,"[126, 739, 875, 833]",390,2.016415859622417e+18,
2016415859622416888,W109684747,text,"Im Simplextableau scheint der Minimalquotient in mehreren Zeilen auf; es ist nicht mehr möglich, den Minimalquotienten eindeutig zu bestimmen. Die Maschine fängt zu ,kreiseln"" an, sie kann nicht mehr weiter. ",56,"[126, 850, 875, 905]",391,2.016415859622417e+18,
2016415859622416891,W109684747,text,"Bei der Erstellung des logischen Ablaufplanes für das elektronische Rechengerät findet man die erste mögliche Lösung z. B. durch die sogenannte ,,Nordwest-Methode"". Man stellt die entsprechende Transport-Matrix auf und beginnt im Nordwesten dieser Matrix, d. h. also links oben. ",57,"[120, 124, 875, 199]",394,2.016415859622417e+18,
2016415859622416892,W109684747,text,links oben ,57,"[122, 234, 226, 250]",395,2.016415859622417e+18,
2016415859622416894,W109684747,text,Die Durchführung der Rechnung mittels Rechenautomaten ist eine mathematische und maschinentechnische Angelegenheit. ,57,"[124, 481, 873, 518]",397,2.016415859622417e+18,
2016415859622416895,W109684747,text,"Im nachfolgenden sei die Nordwest-Methode an Hand eines Beispiels von Churchman, Ackoff, Arnoff (15) wiedergegeben. ",57,"[126, 528, 873, 565]",398,2.016415859622417e+18,
2016415859622416896,W109684747,text,"In den Bahnhöfen $\mathbf { S _ { 1 } } , \mathbf { S _ { 2 } } , \mathbf { S _ { 3 } }$ stehen jeweils 9, 4, 8 leere Waggons. ",57,"[128, 697, 453, 733]",399,2.016415859622417e+18,
2016415859622416899,W109684747,text,"In den Bahnhöfen $\mathbf { D _ { 1 } } ,$ $\mathbf { D _ { 2 } } ,$ $\mathbf { D _ { 3 } } ,$ $\mathbf { D _ { 4 } } ,$ $\mathbf { D _ { 5 } }$ werden jeweils 3, 5, 4, 6, 3 leere Waggons benötigt. ",57,"[130, 848, 455, 903]",402,2.016415859622417e+18,
2016415859622416902,W109684747,text,"In diesem Beispiel werden 21 leere Waggons angeboten und 21 leere Waggons benötigt. In Fällen, in denen das nicht zutrifft, kann man sich mit der Einführung von fiktiven Bahnhöfen helfen, welche die Waggondifferenz aufnehmen. ",58,"[126, 125, 875, 179]",405,2.016415859622417e+18,
2016415859622416903,W109684747,text,Jetzt werden die beiden Tabellen übereinanderlegt und zu einer Angebots-Bedarfs-Matrix kombiniert. Diese hat folgendes Aussehen: ,58,"[126, 188, 873, 224]",406,2.016415859622417e+18,
2016415859622416905,W109684747,text,"Man beginnt nun im Nordwesten der Matrix und vergleicht das Angebot an Leerwaggons im Uberschubahnhof $\mathbf { S _ { 1 : } }$ , mit dem Bedarf im Nachfragebahnhof $\mathbf { D _ { 1 } }$ . ",58,"[124, 458, 875, 494]",408,2.016415859622417e+18,
2016415859622416906,W109684747,text,"Ist $\mathbf { D _ { 1 } } < \mathbf { S _ { 1 } }$ , d. h. ist die Waggonzahl, die in $\mathbf { D _ { 1 } }$ gebraucht wird, kleiner als die zur Verfügung stehenden Waggons in $\mathbf { S _ { 1 } }$ , dann geht man waagrecht in die Zelle ${ \bf { X } } _ { 1 2 }$ weiter. (Gleichsetzung $\mathbf { X } _ { 1 1 } \ = \ \mathbf { D } _ { 1 } )$ ",58,"[124, 503, 875, 578]",409,2.016415859622417e+18,
2016415859622416907,W109684747,text,"Ist $\mathbf { D _ { 1 } } = \mathbf { S _ { 1 } }$ , dann geht man diagonal in die Zelle $\mathbf { X _ { 2 2 } }$ weiter. (Gleichsetzung $\mathbf { X _ { 1 1 } } = \mathbf { D _ { 1 } } )$ ",58,"[122, 586, 740, 622]",410,2.016415859622417e+18,
2016415859622416908,W109684747,text,"Ist $\mathbf { D _ { 1 } } > \mathbf { S _ { 1 } }$ , dann geht man senkrecht in die Zelle $\bf { X _ { 2 1 } }$ weiter. (Gleichsetzung ${ \bf { X } } _ { 1 1 } = { \bf { S } } _ { 1 { \bf { \bar { \Delta } } } }$ ",58,"[126, 629, 748, 667]",411,2.016415859622417e+18,
2016415859622416909,W109684747,text,"Das geschieht Schritt für Schritt so lange, bis ein Wert in der Südostecke gefunden ist. Unter Berücksichtigung der Beispielszahlen ergibt sich daher: ",58,"[126, 677, 871, 713]",412,2.016415859622417e+18,
2016415859622416913,W109684747,text,"weil: 1) in $\mathbf { x _ { 1 1 } }$ 9 Waggons angeboten und nur 3 Waggons benötigt werden, trifft die Regel $\mathbf { D _ { 1 } } < \mathbf { S _ { 1 } }$ zu, und daher wird waagrecht zur Zelle ${ \bf { X } } _ { 1 2 }$ weitergeschritten. (Gleichsetzung ${ \bf { X } } _ { 1 1 } = { \bf { 3 } } )$ in ${ \bf x _ { 1 2 } }$ die noch zur Verfügung stehenden ${ \mathfrak { s } } - 3 = { \mathfrak { s } }$ Waggons angeboten und nur 5 Waggons benötigt werden, trifft die Regel $\mathbf { D _ { 1 } } < \mathbf { S _ { 1 } }$ zu, und daher wird waagrecht zur Zelle ${ \bf { X _ { 1 3 } } }$ weitergeschritten. (Gleichsetzung ${ \bf X _ { 1 2 } } = { \bf 5 } )$ in ${ \bf { x } } _ { 1 3 }$ der noch zur Verfügung stehende letzte Waggon angeboten wird, aber 4 Waggons benötigt werden, trifft die Regel $\mathbf { D _ { 1 } } > \mathbf { S _ { 1 } }$ zu, und daher wird senkrecht zur Zelle $\bf { X _ { 2 3 } }$ weitergeschritten. (Gleichsetzung $\mathbf { X _ { 1 3 } } = \mathbf { 1 } _ { i } ^ { \prime }$ ",59,"[126, 125, 875, 354]",416,2.016415859622417e+18,
2016415859622416914,W109684747,text,"Die Berechnung wird fortgesetzt, bis die Südostecke erreicht ist. Auf diese Weise erhält man die erste geeignete Lösung. ",59,"[120, 361, 873, 397]",417,2.016415859622417e+18,
2016415859622416915,W109684747,text,"Setzt man die Kosten C der einzelnen Frachtrelationen ein (jedes $\mathbf { x _ { i j } }$ erhält die Frachtkosten von i nach j), dann bekommt man die Gesamtkosten dieser Lösung. ",59,"[122, 405, 875, 441]",418,2.016415859622417e+18,
2016415859622416918,W109684747,text,Diese sind demnach $\underset { \mathrm { \bf { i } } = 1 } { \overset { \displaystyle \mathfrak { s } } { \sum } } \underset { \mathrm { \bf { j } } = 1 } { \overset { \displaystyle \mathfrak { s } } { \sum } } \mathrm { \normalfont ~ \subset _ { \mathrm { { i j } } } ~ } \mathrm { \normalfont ~ \mathbb { X } _ { \mathrm { { i j } } } }$ bzw. ,59,"[124, 615, 534, 652]",421,2.016415859622417e+18,
2016415859622416919,W109684747,text,${ \bf { X } } _ { 1 } { \mathrm {         { \Omega } } } _ { 1 }$ $\begin{array} { r } { \mathfrak { Z } _ { 1 1 } \mathrm { C } _ { 1 1 } + \mathbb { X } _ { 1 2 } \mathrm { C } _ { 1 2 } + \mathbb { X } _ { 1 3 } \mathrm { C } _ { 1 3 } + \mathbb { X } _ { 2 3 } \mathrm { C } _ { 2 3 } + \mathbb { X } _ { 2 4 } \mathrm { C } _ { 2 4 } + \mathbb { X } _ { 3 4 } \mathrm { C } _ { 3 4 } + \mathbb { X } _ { 3 5 } \mathrm { ~ ( ~ \Omega ~ _ 3 ~ ) ~ } } \end{array}$ $\mathbf { 3 \times 1 0 ~ + ~ 5 \times 2 0 ~ + ~ 1 \times 5 ~ + ~ 3 \times 8 ~ + ~ 1 \times 3 0 ~ + ~ 5 \times 1 0 ~ + ~ 3 \times 4 = 2 5 1 }$ Geldeinheiten. ,59,"[124, 655, 875, 709]",422,2.016415859622417e+18,
2016415859622416920,W109684747,text,"Im Zusammenhang mit der Linearplanung ist auch das dynamische Programmieren zu erwähnen, das eine Weiterentwicklung auf dem Gebiete der Linearplanung darstellt. ",59,"[126, 714, 877, 769]",423,2.016415859622417e+18,
2016415859622416921,W109684747,text,"Beim dynamischen Programmieren spielt der Zeitfaktor eine wesentliche Rolle. Es werden die einzelnen MaBnahmen mehrstufiger Entscheidungsprozesse so aufeinander abgestimmt, daB das gesetzte Ziel optimal erreicht wird. ",59,"[126, 775, 875, 829]",424,2.016415859622417e+18,
2016415859622416922,W109684747,text,Entscheidung A in der Zeit A Entscheidung B in der Zeit B Entscheidung C in der Zeit C Entscheidung D in der Zeit D ,59,"[338, 835, 636, 907]",425,2.016415859622417e+18,
2016415859622416925,W109684747,text,"Jede Entscheidung baut unter Berücksichtigung zukünftiger Anderungen auf den Ergebnissen der vorhergegangenen Operation, die u. U. und wohl auch in den meisten Fällen eine vollkommen neue Ausgangslage schafft, auf, wobei das alte Ziel bestehenbleibt. Mit Hilfe der dynamischen Programmierung werden also nicht nur die für den Endzeitpunkt tn zutreffenden Resultate berechnet, sondern auch alle zwischen dem Ausgangspunkt und dem Endpunkt liegenden Ergebnisse $( \mathrm { t _ { 0 } , \ t _ { 1 } , \ t _ { 2 } , \ t _ { 3 } , \ t _ { 4 } , \ . \ . \ . \ } \ \mathrm { t _ { N } } )$ Dies geschieht in einem Rechengang. ",60,"[130, 124, 877, 253]",428,2.016415859622417e+18,
2016415859622416926,W109684747,text,"Winkel (16) erläutert in Anlehnung an Bellmann, R. das dynamische Programmieren an dem Beispiel einer Gesteinsbohrmaschine, die in einem von zwei Grubenstollen eingesetzt werden soll. Die Bergwerksleitung fordert, daB die Maschine in jenem Stollen eingesetzt werde, der ,mit gröBter Wahrscheinlichkeit am weitesten vorgetrieben werden kann, bevor die Maschine ausfällt"". Unter Berücksichtigung der technischen und geologischen Gegebenheiten wird der Einsatz berechnet; überlebt die Maschine den ersten Teilabschnitt, so muB neu geplant werden. Dabei bestimmen das Ergebnis des ersten Teilabschnitts und damit die nunmehr geltenden Wahrscheinlichkeiten den Einsatz des Aggregats im zweiten Teilabschnitt. ",60,"[126, 263, 877, 444]",429,2.016415859622417e+18,
2016415859622416927,W109684747,title,2. Das nichtlineare Programmieren ,60,"[334, 473, 665, 492]",430,,1.0
2016415859622416928,W109684747,text,"In Fällen, in denen keine Linearität gegeben ist, wendet man die nichtlineare Programmierung an. In Anlehnung an R. W. Shephard (17) sei dieses Verfahren an einem Beispiel aus der Produktionsplanung dargestellt. ",60,"[126, 497, 875, 551]",431,2.016415859622417e+18,
2016415859622416929,W109684747,text,"Ein Produktionsproze setzt sich aus den drei Erzeugnissen 1, 2, 3 zusammen. Alle drei Erzeugnisse werden mit Hilfe einer bestimmten Maschinenanlage hergestellt, deren maximale Kapazität 80 000 Maschinenstunden in der Planungsperiode beträgt. Bezeichnet man die Anzahl der Maschinenstunden, die für die Erzeugung des Produkts 1 notwendig ist, mit $\mathbf { x _ { 1 } }$ und in entsprechender Weise die anderen mit $\mathbf { x _ { 2 } }$ und $\mathbf { x _ { 3 } } .$ so ergibt sich folgende Kapazitätsbeschränkung: ",60,"[124, 560, 873, 685]",432,2.016415859622417e+18,
2016415859622416931,W109684747,text,Es sei noch einmal die Bedeutung der Variablen wie folgt festgehalten: ,60,"[120, 716, 810, 733]",434,2.016415859622417e+18,
2016415859622416932,W109684747,text,"$\mathbf { x _ { 1 } } \ =$ Maschinenstunden, die zur Erzeugung des Produkts 1 notwendig sind.   
$\mathbf { x _ { 2 } } =$ Maschinenstunden, die zur Erzeugung des Produkts 2 notwendig sind.   
${ \bf x _ { 3 } } =$ Maschinenstunden, die zur Erzeugung des Produkts 3 notwendig sind. Zur Herstellung eines Stückes von Produkt 1 benötigt man 3 Stunden.   
Zur Herstellung eines Stückes von Produkt 2 benötigt man 4 Stunden.   
Zur Herstellung eines Stückes von Produkt 3 benötigt man 5 Stunden. ",60,"[122, 740, 852, 795]",435,2.016415859622417e+18,
2016415859622416933,W109684747,text,,60,"[122, 803, 792, 859]",436,2.016415859622417e+18,
2016415859622416934,W109684747,text,"Als nächstes kommt es darauf an, die Gewinnfunktionen für alle drei Waren aufzustellen. Vorteilhafterweise bedient man sich zur Erläuterung einer graphischen Darstellung. Im Beispiel wird angenommen, daB die Ware 1 auf zwei verschiedenen Absatzgebieten oder - was auf das gleiche hinausläuft - zu zwei verschiedenen Preisen abgesetzt werden kann; die Ware 2 wird auf drei verschiedenen Absatzgebieten bzw. zu drei verschiedenen Preisen und die Ware 3 ebenfalls auf drei verschiedenen Absatzgebieten bzw. zu drei verschiedenen Preisen verkauft. ",60,"[120, 869, 871, 905]",437,2.016415859622417e+18,
2016415859622416937,W109684747,text,,61,"[122, 124, 873, 234]",440,2.016415859622417e+18,
2016415859622416939,W109684747,text,"Die Kurve 0AB stellt die Gewinnfunktion dar. Wie man der graphischen Darstellung entnehmen kann, können die ersten 5000 Stück des Produkts (für die 3 Stunden $\times \ 5 0 0 0 = 1 5 0 0 0$ Maschinenstunden benötigt werden) zu 1,20 DM pro Maschinenstunde verkauft werden. Das ergibt auf der Ordinate einen Gewinn von 18000 DM. Dieser Gewinn wird im Punkte A erreicht. Von diesem Punkte an ist es nur noch möglich, auf dem 2. Absatzgebiet das Erzeugnis mit einem Gewinn von 0,10 DM pro Maschinenstunde zu verkaufen; und zwar können insgesamt 7000 Stück $( \mathbf { x _ { 3 } } = 2 1 0 0 0$ Maschinenstunden) abgesetzt werden, so daB also insgesamt $5 0 0 0 + 7 0 0 0 = 1 2 0 0 0$ Stück bzw. $1 5 0 0 0 + 2 1 0 0 0 = 3 6 0 0 0$ Maschinenstunden verkauft werden können. Diese Situation ist im Punkt B erreicht, dem gleichzeitig ein Gewinn auf der Ordinate von 20 100 entspricht. Uber den Punkt B hinaus ist ein weiterer gewinnbringender Absatz nicht mehr möglich. ",61,"[124, 448, 877, 668]",442,2.016415859622417e+18,
